"","Strength","Cement","BlastFurn","FlyAsh","Water","Superplast","CourseAgg","FineAge","Age"
"1",21.4364285330729,12.5974101446776,0,0,71.9518445558447,1.52065981073695,1040,676,3.3322045101752
"2",18.1404399476029,12.5974101446776,0,0,71.9518445558447,1.52065981073695,1055,676,3.3322045101752
"3",13.6384881638834,10.9708611611726,0,0,94.9683467820278,0,932,594,5.59842195899838
"4",13.8156749710045,10.9708611611726,0,0,94.9683467820278,0,932,594,5.89989735358249
"5",14.5398987050322,9.40674446785691,0,0,82.6092542525895,0,978.4,825.5,5.88610403145016
"6",15.1319583924402,10.2737729952871,0,0,94.9683467820278,0,932,670,4.49980967033027
"7",14.4078384705201,11.4031298802529,0,0,94.9683467820278,0,932,594,5.89989735358249
"8",12.750080072249,11.4031298802529,0,0,94.9683467820278,0,932,594,3.3322045101752
"9",14.8777840751526,10.2737729952871,0,0,94.9683467820278,0,932,670,3.3322045101752
"10",13.4139106268153,12.1517613890842,0,0,94.9683467820278,0,932,594,3.3322045101752
"11",13.1311783916748,9.40674446785691,0,0,82.6092542525895,0,978.4,825.5,4.49980967033027
"12",10.6453622884178,9.40674446785691,0,0,82.6092542525895,0,978.4,825.5,3.3322045101752
"13",14.2550692082842,11.794119075728,0,0,94.9683467820278,0,932,594,5.59842195899838
"14",14.1035518362515,9.27975395707363,0,0,94.9683467820278,0,932,670,4.49980967033027
"15",15.2985728657697,10.6871742653605,0,0,94.9683467820278,0,932,670,3.3322045101752
"16",16.3623236942312,11.4031298802529,0,0,94.9683467820278,0,932,670,4.49980967033027
"17",13.430025636825,8.42601376143143,0,0,82.6092542525895,0,1047,806.9,4.49980967033027
"18",17.0148527053775,11.061097759844,0,0,94.9683467820278,0,932,670,5.89989735358249
"19",13.70452427451,11.4031298802529,0,0,94.9683467820278,0,932,594,4.49980967033027
"20",14.1682877250784,12.1517613890842,0,0,94.9683467820278,0,932,594,5.19295685089021
"21",13.9937659477067,11.794119075728,0,0,94.9683467820278,0,932,594,5.19295685089021
"22",10.7032725341487,8.42601376143143,0,0,82.6092542525895,0,1047,806.9,3.3322045101752
"23",4.16308123392887,8.42601376143143,0,0,82.6092542525895,0,1047,806.9,1.09861228866811
"24",14.520135489211,8.42601376143143,0,0,82.6092542525895,0,1047,806.9,5.19295685089021
"25",16.2824706500041,11.4031298802529,0,0,94.9683467820278,0,932,670,5.89989735358249
"26",16.4419416436999,11.4031298802529,0,0,94.9683467820278,0,932,670,5.59842195899838
"27",13.8382934465772,11.4031298802529,0,0,94.9683467820278,0,932,594,5.59842195899838
"28",16.2003233129677,11.061097759844,0,0,94.9683467820278,0,932,670,5.19295685089021
"29",12.9814114006958,11.794119075728,0,0,94.9683467820278,0,932,594,3.3322045101752
"30",13.2544433461253,12.1517613890842,0,0,94.9683467820278,0,932,594,1.94591014905531
"31",16.8385970245233,10.6871742653605,0,0,94.9683467820278,0,932,670,5.89989735358249
"32",16.3623236942312,10.2737729952871,0,0,94.9683467820278,0,932,670,5.89989735358249
"33",13.9668013493735,9.40674446785691,0,0,82.6092542525895,0,978.4,825.5,5.19295685089021
"34",14.0588029953687,12.1517613890842,0,0,94.9683467820278,0,932,594,5.59842195899838
"35",16.5213269032201,9.27975395707363,0,0,94.9683467820278,0,932,670,5.89989735358249
"36",13.2103323366573,9.93147553878794,0,0,94.9683467820278,0,932,594,5.59842195899838
"37",11.1807393327687,9.93147553878794,0,0,94.9683467820278,0,932,594,3.3322045101752
"38",13.0494004558498,10.9708611611726,0,0,94.9683467820278,0,932,594,4.49980967033027
"39",14.0811880122789,12.1517613890842,0,0,94.9683467820278,0,932,594,4.49980967033027
"40",12.702565312643,9.93147553878794,0,0,94.9683467820278,0,932,594,5.19295685089021
"41",15.8566817986058,11.061097759844,0,0,94.9683467820278,0,932,670,4.49980967033027
"42",14.4078384705201,11.794119075728,0,0,94.9683467820278,0,932,594,5.89989735358249
"43",13.347025734051,9.93147553878794,0,0,94.9683467820278,0,932,594,5.89989735358249
"44",16.4011411436369,11.4031298802529,0,0,94.9683467820278,0,932,670,5.19295685089021
"45",13.9262962100624,11.794119075728,0,0,94.9683467820278,0,932,594,4.49980967033027
"46",12.4224738464099,11.794119075728,0,0,94.9683467820278,0,932,594,1.94591014905531
"47",6.81284124201068,11.1263131798262,0,0,82.6092542525895,0,1047,806.9,1.09861228866811
"48",13.7499564246741,11.4031298802529,0,0,94.9683467820278,0,932,594,5.19295685089021
"49",10.1753476737813,9.93147553878794,0,0,94.9683467820278,0,932,594,1.94591014905531
"50",11.8706284155273,11.4031298802529,0,0,94.9683467820278,0,932,594,1.94591014905531
"51",13.5264760321268,10.9708611611726,0,0,94.9683467820278,0,932,594,5.19295685089021
"52",15.1105178958023,9.27975395707363,0,0,94.9683467820278,0,932,670,5.19295685089021
"53",11.9447380233204,9.93147553878794,0,0,94.9683467820278,0,932,594,4.49980967033027
"54",15.5907125770718,10.6871742653605,0,0,94.9683467820278,0,932,670,4.49980967033027
"55",6.65637223947794,8.42601376143143,0,0,82.6092542525895,0,1047,806.9,1.94591014905531
"56",6.67347438490316,9.40674446785691,0,0,82.6092542525895,0,978.4,825.5,1.94591014905531
